Time,Temperature(C),Humidity(%RH),MAC Address
2024-03-21 11:10 PM,34.32,69.53,
2024-03-21 11:20 PM,34.32,69.45,
2024-03-21 11:30 PM,34.33,69.37,
2024-03-21 11:40 PM,34.33,69.29,
2024-03-21 11:50 PM,34.33,69.21,
2024-03-22 12:00 AM,34.34,69.12,
2024-03-22 12:10 AM,34.18,69.95,
2024-03-22 12:20 AM,34.22,69.8,
2024-03-22 12:30 AM,34.26,69.65,
2024-03-22 12:40 AM,34.3,69.5,
2024-03-22 12:50 AM,34.34,69.35,
2024-03-22 1:00 AM,34.38,69.2,
2024-03-22 1:10 AM,34.42,69.05,
2024-03-22 1:20 AM,34.46,68.9,
2024-03-22 1:30 AM,34.5,68.75,
2024-03-22 1:40 AM,34.55,68.59,
2024-03-22 1:50 AM,34.55,68.74,
2024-03-22 2:00 AM,34.53,68.87,
2024-03-22 2:10 AM,34.5,69,
2024-03-22 2:20 AM,34.47,69.14,
2024-03-22 2:30 AM,34.45,69.27,
2024-03-22 2:40 AM,34.42,69.4,
2024-03-22 2:50 AM,34.39,69.54,
2024-03-22 3:00 AM,34.37,69.67,
2024-03-22 3:10 AM,34.34,69.8,
2024-03-22 3:20 AM,34.31,69.94,
2024-03-22 3:30 AM,34.31,70.1,
2024-03-22 3:40 AM,34.33,69.98,
2024-03-22 3:50 AM,34.36,69.86,
2024-03-22 4:00 AM,34.39,69.73,
2024-03-22 4:10 AM,34.41,69.61,
2024-03-22 4:20 AM,34.44,69.48,
2024-03-22 4:30 AM,34.47,69.36,
2024-03-22 4:40 AM,34.49,69.23,
2024-03-22 4:50 AM,34.52,69.11,
2024-03-22 5:00 AM,34.55,68.98,
2024-03-22 5:10 AM,34.31,69.75,
2024-03-22 5:20 AM,34.35,69.88,
2024-03-22 5:30 AM,34.39,70.01,
2024-03-22 5:40 AM,34.43,70.14,
2024-03-22 5:50 AM,34.47,70.27,
2024-03-22 6:00 AM,34.51,70.4,
2024-03-22 6:10 AM,34.55,70.53,
2024-03-22 6:20 AM,34.59,70.66,
2024-03-22 6:30 AM,34.63,70.79,
2024-03-22 6:40 AM,34.68,70.93,
2024-03-22 6:50 AM,34.8,70.67,
2024-03-22 7:00 AM,34.76,70.74,
2024-03-22 7:10 AM,34.72,70.82,
2024-03-22 7:20 AM,34.68,70.89,
2024-03-22 7:30 AM,34.64,70.97,
2024-03-22 7:40 AM,34.59,71.04,
2024-03-22 7:50 AM,34.55,71.12,
2024-03-22 8:00 AM,34.51,71.19,
2024-03-22 8:10 AM,34.47,71.27,
2024-03-22 8:20 AM,34.42,71.35,
2024-03-22 8:30 AM,34.68,71.15,
2024-03-22 8:40 AM,34.66,71.23,
2024-03-22 8:50 AM,34.63,71.32,
2024-03-22 9:00 AM,34.6,71.41,
2024-03-22 9:10 AM,34.57,71.49,
2024-03-22 9:20 AM,34.54,71.58,
2024-03-22 9:30 AM,34.51,71.67,
2024-03-22 9:40 AM,34.48,71.75,
2024-03-22 9:50 AM,34.45,71.84,
2024-03-22 10:00 AM,34.42,71.93,
2024-03-22 10:10 AM,34.55,33.87,
2024-03-22 10:20 AM,34.53,38.14,
2024-03-22 10:30 AM,34.5,42.42,
2024-03-22 10:40 AM,34.47,46.7,
2024-03-22 10:50 AM,34.45,50.98,
2024-03-22 11:00 AM,34.42,55.25,
2024-03-22 11:10 AM,34.39,59.53,
2024-03-22 11:20 AM,34.37,63.81,
2024-03-22 11:30 AM,34.34,68.09,
2024-03-22 11:40 AM,34.31,72.37,
2024-03-22 11:50 AM,34.31,19.07,
2024-03-22 12:00 PM,34.36,23.29,
2024-03-22 12:10 PM,34.41,27.51,
2024-03-22 12:20 PM,34.47,31.74,
2024-03-22 12:30 PM,34.52,35.96,
2024-03-22 12:40 PM,34.58,40.18,
2024-03-22 12:50 PM,34.63,44.41,
2024-03-22 1:00 PM,34.69,48.63,
2024-03-22 1:10 PM,34.74,52.85,
2024-03-22 1:20 PM,34.8,57.08,
2024-03-22 1:30 PM,34.52,57.63,
2024-03-22 1:40 PM,34.55,58.16,
2024-03-22 1:50 PM,34.58,58.69,
2024-03-22 2:00 PM,34.61,59.23,
2024-03-22 2:10 PM,34.64,59.76,
2024-03-22 2:20 PM,34.67,60.3,
2024-03-22 2:30 PM,34.7,60.83,
2024-03-22 2:40 PM,34.73,61.37,
2024-03-22 2:50 PM,34.76,61.9,
2024-03-22 3:00 PM,34.8,62.44,
2024-03-22 3:10 PM,34.81,63.85,
2024-03-22 3:20 PM,34.76,61.75,
2024-03-22 3:30 PM,34.7,59.65,
2024-03-22 3:40 PM,34.65,57.55,
2024-03-22 3:50 PM,34.59,55.45,
2024-03-22 4:00 PM,34.54,53.34,
2024-03-22 4:10 PM,34.48,51.24,
2024-03-22 4:20 PM,34.43,49.14,
2024-03-22 4:30 PM,34.37,47.04,
2024-03-22 4:40 PM,34.31,44.93,
2024-03-22 4:50 PM,34.52,53.47,
2024-03-22 5:00 PM,34.55,53.78,
2024-03-22 5:10 PM,34.58,54.09,
2024-03-22 5:20 PM,34.61,54.4,
2024-03-22 5:30 PM,34.64,54.71,
2024-03-22 5:40 PM,34.67,55.03,
2024-03-22 5:50 PM,34.7,55.34,
2024-03-22 6:00 PM,34.73,55.65,
2024-03-22 6:10 PM,34.76,55.96,
2024-03-22 6:20 PM,34.8,56.28,
2024-03-22 6:30 PM,34.55,56.49,
2024-03-22 6:40 PM,34.57,56.58,
2024-03-22 6:50 PM,34.6,56.67,
2024-03-22 7:00 PM,34.63,56.76,
2024-03-22 7:10 PM,34.66,56.85,
2024-03-22 7:20 PM,34.68,56.95,
2024-03-22 7:30 PM,34.71,57.04,
2024-03-22 7:40 PM,34.74,57.13,
2024-03-22 7:50 PM,34.77,57.22,
2024-03-22 8:00 PM,34.8,57.32,
2024-03-22 8:10 PM,34.86,56.4,
2024-03-22 8:20 PM,34.81,56.66,
2024-03-22 8:30 PM,34.75,56.92,
2024-03-22 8:40 PM,34.7,57.19,
2024-03-22 8:50 PM,34.64,57.45,
2024-03-22 9:00 PM,34.59,57.71,
2024-03-22 9:10 PM,34.53,57.98,
2024-03-22 9:20 PM,34.48,58.24,
2024-03-22 9:30 PM,34.42,58.5,
2024-03-22 9:40 PM,34.36,58.77,
2024-03-22 9:50 PM,34.42,58.72,
2024-03-22 10:00 PM,34.43,58.8,
2024-03-22 10:10 PM,34.44,58.88,
2024-03-22 10:20 PM,34.46,58.97,
2024-03-22 10:30 PM,34.47,59.05,
2024-03-22 10:40 PM,34.49,59.13,
2024-03-22 10:50 PM,34.5,59.22,
2024-03-22 11:00 PM,34.52,59.3,
2024-03-22 11:10 PM,34.53,59.38,
2024-03-22 11:20 PM,34.55,59.47,
2024-03-22 11:30 PM,34.6,59.53,
2024-03-22 11:40 PM,34.58,59.61,
2024-03-22 11:50 PM,34.55,59.69,
2024-03-23 12:00 AM,34.52,59.78,
2024-03-23 12:10 AM,34.5,59.86,
2024-03-23 12:20 AM,34.47,59.94,
2024-03-23 12:30 AM,34.44,60.03,
2024-03-23 12:40 AM,34.42,60.11,
2024-03-23 12:50 AM,34.39,60.19,
2024-03-23 1:00 AM,34.36,60.28,
2024-03-23 1:10 AM,34.42,60.91,
2024-03-23 1:20 AM,34.46,60.77,
2024-03-23 1:30 AM,34.5,60.62,
2024-03-23 1:40 AM,34.54,60.47,
2024-03-23 1:50 AM,34.58,60.33,
2024-03-23 2:00 AM,34.63,60.18,
2024-03-23 2:10 AM,34.67,60.03,
2024-03-23 2:20 AM,34.71,59.89,
2024-03-23 2:30 AM,34.75,59.74,
2024-03-23 2:40 AM,34.8,59.59,
2024-03-23 2:50 AM,34.92,59.83,
2024-03-23 3:00 AM,34.88,60.04,
2024-03-23 3:10 AM,34.84,60.25,
2024-03-23 3:20 AM,34.8,60.47,
2024-03-23 3:30 AM,34.76,60.68,
2024-03-23 3:40 AM,34.72,60.9,
2024-03-23 3:50 AM,34.68,61.11,
2024-03-23 4:00 AM,34.64,61.33,
2024-03-23 4:10 AM,34.6,61.54,
2024-03-23 4:20 AM,34.55,61.76,
2024-03-23 4:30 AM,34.54,60.85,
2024-03-23 4:40 AM,34.56,61.09,
2024-03-23 4:50 AM,34.59,61.34,
2024-03-23 5:00 AM,34.62,61.59,
2024-03-23 5:10 AM,34.65,61.83,
2024-03-23 5:20 AM,34.68,62.08,
2024-03-23 5:30 AM,34.71,62.33,
2024-03-23 5:40 AM,34.74,62.57,
2024-03-23 5:50 AM,34.77,62.82,
