Time,Temperature,Humidity(%RH),MAC address(49:22:11:08:0C:D6)
10/04/2024 23:20,30.73,77.4,
10/04/2024 23:10,30.79,77.22,
10/04/2024 23:00,30.85,77.05,
10/04/2024 22:50,30.91,76.87,
10/04/2024 22:40,30.97,76.69,
10/04/2024 22:30,31.03,76.52,
10/04/2024 22:20,30.59,76.98,
10/04/2024 22:10,30.64,77.15,
10/04/2024 22:00,30.68,77.32,
10/04/2024 21:50,30.72,77.49,
10/04/2024 21:40,30.77,77.66,
10/04/2024 21:30,30.81,77.82,
10/04/2024 21:20,30.85,77.99,
10/04/2024 21:10,30.9,78.16,
10/04/2024 21:00,30.94,78.33,
10/04/2024 20:50,30.98,78.49,
10/04/2024 20:40,30.98,77.76,
10/04/2024 20:30,31.03,77.84,
10/04/2024 20:20,31.07,77.92,
10/04/2024 20:10,31.11,78,
10/04/2024 20:00,31.15,78.08,
10/04/2024 19:50,31.19,78.15,
10/04/2024 19:40,31.23,78.23,
10/04/2024 19:30,31.27,78.31,
10/04/2024 19:20,31.31,78.39,
10/04/2024 19:10,31.35,78.46,
10/04/2024 19:00,31.21,78.22,
10/04/2024 18:50,31.23,78.07,
10/04/2024 18:40,31.25,77.92,
10/04/2024 18:30,31.26,77.78,
10/04/2024 18:20,31.28,77.63,
10/04/2024 18:10,31.29,77.49,
10/04/2024 18:00,31.31,77.34,
10/04/2024 17:50,31.32,77.2,
10/04/2024 17:40,31.34,77.05,
10/04/2024 17:30,31.35,76.91,
10/04/2024 17:20,31.35,76.71,
10/04/2024 17:10,31.32,76.26,
10/04/2024 17:00,31.29,75.82,
10/04/2024 16:50,31.26,75.37,
10/04/2024 16:40,31.23,74.93,
10/04/2024 16:30,31.2,74.48,
10/04/2024 16:20,31.17,74.04,
10/04/2024 16:10,31.14,73.59,
10/04/2024 16:00,31.11,73.15,
10/04/2024 15:50,31.08,72.71,
10/04/2024 15:40,31.23,45.32,
10/04/2024 15:30,31.17,48.37,
10/04/2024 15:20,31.11,51.41,
10/04/2024 15:10,31.06,54.45,
10/04/2024 15:00,31,57.49,
10/04/2024 14:50,30.94,60.54,
10/04/2024 14:40,30.89,63.58,
10/04/2024 14:30,30.83,66.62,
10/04/2024 14:20,30.77,69.66,
10/04/2024 14:10,30.72,72.7,
10/04/2024 14:00,31.42,69.26,
10/04/2024 13:50,31.37,70.08,
10/04/2024 13:40,31.33,70.9,
10/04/2024 13:30,31.29,71.72,
10/04/2024 13:20,31.24,72.54,
10/04/2024 13:10,31.2,73.36,
10/04/2024 13:00,31.16,74.18,
10/04/2024 12:50,31.11,75,
10/04/2024 12:40,31.07,75.82,
10/04/2024 12:30,31.03,76.64,
10/04/2024 12:20,31,76.19,
10/04/2024 12:10,31.04,76.04,
10/04/2024 12:00,31.08,75.89,
10/04/2024 11:50,31.12,75.75,
